ItemName,StockLevel,Cost,ReimbursementPotential,ExpirationDate
Onabotulinumtoxina,60833,914.67,58980655.33,2028-12-11
Bosutinib,525890,229.65,128017188.09,2028-12-12
Atorvastatin Calcium,22881,0.37,8968.12,2028-04-24
Atorvastatin Calcium,15279,0.12,1870.34,2028-04-23
Atorvastatin Calcium,87440184,0.31,28979500.36,2028-04-26
Atorvastatin Calcium,77570,0.38,30977.62,2028-04-25
Atorvastatin Calcium,306249687,0.21,67142809.31,2028-04-20
Bimatoprost,2247,38.53,91774.93,2028-02-13
Atovaquone,6003435,3.62,23019993.66,2028-04-19
Bimatoprost,113494,37.40,4499035.09,2028-02-14
Clotrimazole,16883847,0.93,16630987.71,2028-06-22
Atorvastatin Calcium,347520964,0.32,119255590.16,2028-04-21
Clotrimazole,4725066,0.64,3216768.35,2028-06-21
Bictegrav/Emtricit/Tenofov Ala,3003330,99.31,316145681.97,2028-02-17
Clotrimazole,3569498,0.91,3425020.74,2028-06-24
Bictegrav/Emtricit/Tenofov Ala,3003330,99.31,316145681.97,2028-02-18
Clotrimazole,39136059,0.75,31272466.03,2028-06-26
Bimatoprost,115742,37.42,4591173.43,2028-02-16
Clotrimazole,482390,0.84,431442.02,2028-06-25
Clotrimazole/Betamethasone Dip,51727382,0.78,42701087.74,2028-06-17
Clotrimazole/Betamethasone Dip,6737780,1.15,8210428.32,2028-06-16
Clotrimazole,13000343,0.51,7092404.60,2028-06-19
Clotrimazole,474915,0.53,265892.09,2028-06-18
Penicillin G Benzathine,38760,81.33,3341694.87,2028-02-24
Clorazepate Dipotassium,3897528,1.83,7547670.43,2028-07-01
Penicillin G Benzathine,38760,81.33,3341694.87,2028-02-25
Isosorbide Dinit/Hydralazine,4873417,3.27,16874732.75,2028-02-23
Clorazepate Dipotassium,16526146,1.60,27941100.12,2028-07-02
Bicalutamide,8373463,0.60,5350236.39,2028-02-28
Clopidogrel Bisulfate,123637960,0.28,36986536.60,2028-07-05
Bicalutamide,145803,0.71,109079.23,2028-02-29
Clopidogrel Bisulfate,27826,2.85,84040.95,2028-07-04
Pen G Benz/Pen G Procaine,1943,65.25,134379.47,2028-02-26
Clopidogrel Bisulfate,265062896,0.21,57990624.64,2028-07-07
Pen G Benz/Pen G Procaine,1943,65.25,134379.47,2028-02-27
Clopidogrel Bisulfate,200192083,0.24,51254373.09,2028-07-06
Isosorbide Dinit/Hydralazine,4873417,3.27,16874732.75,2028-02-21
Clorazepate Dipotassium,12628618,1.52,20406398.93,2028-06-29
Clozapine,6713819,0.95,6746131.84,2028-06-02
Bisoprolol/Hydrochlorothiazide,8736100,0.16,1512400.62,2028-01-27
Clozapine,6349959,1.28,8633699.50,2028-06-01
Clozapine,4708,0.62,3091.82,2028-06-03
Clozapine,490287,5.25,2726329.58,2028-05-26
Clozapine,1220843,12.96,16768546.42,2028-05-25
Sulfacetamide/Prednisolone,23845,28.83,728796.61,2028-01-17
Clozapine,17423,4.32,79794.72,2028-05-28
Clozapine,2418956,9.61,24636796.72,2028-05-27
Clozapine,2926666,8.97,27839927.96,2028-05-29
Clozapine,1081005,0.90,1029099.14,2028-05-31
Bisoprolol Fumarate,21015,0.51,11385.68,2028-02-02
Clozapine,69678013,1.26,93181296.22,2028-06-11
Clotrimazole/Betamethasone Dip,16019148,0.63,10781776.99,2028-06-13
Bisoprolol Fumarate,38915029,0.50,20720869.15,2028-02-07
Clotrimazole/Betamethasone Dip,12390188,0.77,10047504.02,2028-06-12
Bisoprolol Fumarate,38894014,0.50,20709441.15,2028-02-04
Clotrimazole/Betamethasone Dip,6742260,0.76,5439960.97,2028-06-15
Clotrimazole/Betamethasone Dip,9838006,0.79,8202141.01,2028-06-14
Clozapine,15662026,1.16,19299300.29,2028-06-06
Bisoprolol/Hydrochlorothiazide,54138696,0.22,12414107.05,2028-01-31
Clozapine,137937,2.19,319806.46,2028-06-08
Bisoprolol/Hydrochlorothiazide,45402596,0.23,10908999.06,2028-01-29
Clozapine,410825,1.51,655874.64,2028-06-07
Clozapine,37878234,1.34,53852978.17,2028-06-10
Clozapine,1439498,1.29,1964939.17,2028-06-09
Verapamil HCl,52801983,0.32,17977376.40,2028-09-12
Verapamil HCl,30761054,0.69,22551123.17,2028-09-13
Atenolol/Chlorthalidone,28273106,0.58,17475282.14,2028-06-03
Multivit-Mins60/Iron Fum/Folic,797,0.22,182.16,2028-07-15
Lorazepam,877932,31.59,29397677.73,2028-06-02
Bupivacaine HCl/PF,1035,0.41,449.85,2028-03-07
Multivit-Mins60/Iron Fum/Folic,797,0.22,182.16,2028-07-14
Atomoxetine HCl,6308761,5.83,38970193.30,2028-05-30
Nizatidine,517431,0.55,301797.02,2028-07-11
Atomoxetine HCl,93202,5.60,553461.51,2028-05-29
Lorazepam,877735,31.71,29501850.58,2028-06-01
Nizatidine,407145,0.54,232188.01,2028-07-09
Lorazepam,197,1.89,393.69,2028-05-31
Levonorgestrel/Ethin.Estradiol,129375,0.53,72847.19,2028-03-02
Nizatidine,110286,0.84,97754.45,2028-07-10
Mannitol,11100,0.05,555.37,2028-03-12
Mannitol,6500,0.09,598.12,2028-03-11
Atenolol/Chlorthalidone,28273106,0.58,17475282.14,2028-06-08
Nitroglycerin,2129570,1.01,2274588.58,2028-07-16
Nitroglycerin,2129570,1.01,2274588.58,2028-07-17
Bupivacaine HCl/PF,1035,0.41,449.85,2028-03-08
Verapamil HCl,25224289,0.15,3881432.09,2028-09-09
Verapamil HCl,5218664,1.94,10713552.96,2028-09-10
Verapamil HCl,5218664,1.94,10713552.96,2028-09-11
Verapamil HCl,18296866,0.13,2532319.52,2028-09-04
Verapamil HCl,1403,8.68,12915.45,2028-09-06
Verapamil HCl,86114,0.14,13078.81,2028-09-07
Verapamil HCl,6839906,0.16,1169827.97,2028-09-01
Atomoxetine HCl,1375931,5.82,8481453.97,2028-05-26
Atomoxetine HCl,922,4.70,4595.89,2028-05-22
Atomoxetine HCl,1655725,5.75,10083185.54,2028-05-25
Atovaquone/Proguanil HCl,2638,6.55,18324.05,2028-03-17
Nitroglycerin,21647556,0.55,12708304.76,2028-07-25
Atorvastatin Calcium,2147483647,0.27,613593029.77,2028-05-19
Atovaquone/Proguanil HCl,2638,6.55,18324.05,2028-03-16
Nitroglycerin,33711061,0.58,20779448.26,2028-07-22
Malathion,201934,3.40,726835.84,2028-03-15
Atomoxetine HCl,1990714,5.99,12633981.45,2028-05-21
Malathion,201934,3.40,726835.84,2028-03-14
Nitroglycerin,33189396,0.54,19140074.51,2028-07-20
Mannitol,17600,0.06,1113.11,2028-03-13
Nitroglycerin,2777141,0.90,2644964.83,2028-07-29
Nitroglycerin,5123530,0.89,4858972.85,2028-07-30
Atomoxetine HCl,170949,5.86,1061970.84,2028-05-28
Nitroglycerin,297327,20.61,6494182.50,2028-07-27
Atomoxetine HCl,1021318,5.65,6115265.94,2028-05-27
Nitroglycerin,88943904,0.95,89626911.68,2028-07-28
Nitroglycerin,98562,23.25,2429464.59,2028-07-26
Verapamil HCl,25163701,2.11,56266515.29,2028-08-30
Verapamil HCl,25163701,2.11,56266515.29,2028-08-31
Verapamil HCl,53709,7.19,409244.30,2028-08-25
Sinecatechins,8640,45.38,415591.95,2028-08-26
Sinecatechins,8640,45.38,415591.95,2028-08-27
Atorvastatin Calcium,1655124,0.50,872726.25,2028-05-16
Verapamil HCl,30224,7.02,224903.99,2028-08-22
Norethindrone,1436400,0.55,839824.97,2028-06-25
Verapamil HCl,30224,7.02,224903.99,2028-08-23
Verapamil HCl,53709,7.19,409244.30,2028-08-24
Rizatriptan Benzoate,53287,37.04,2092067.33,2028-02-16
Norethindrone,251768,0.47,125399.36,2028-06-23
Rizatriptan Benzoate,52673,37.12,2072419.88,2028-02-15
Norethindrone,769577,0.56,454451.62,2028-06-24
Norethindrone Acetate,2195341,1.18,2753720.09,2028-06-21
Atorvastatin Calcium,271633,0.38,110824.32,2028-05-13
Rizatriptan Benzoate,52673,37.12,2072419.88,2028-02-13
Norethindrone,415055,0.60,263541.79,2028-06-22
Atorvastatin Calcium,13223409,0.15,2083661.62,2028-05-08
Syringe And Needle,Insulin,1ml,13426,0.26,3699.34,2028-02-12
Atorvastatin Calcium,40911,0.19,8456.21,2028-05-07
Syringe And Needle,Insulin,1ml,13426,0.26,3699.34,2028-02-11
Norethindrone Acetate,1251001,1.15,1524106.72,2028-06-20
Syringe-Needle,Insulin,0.5 Ml,6968,0.26,1932.00,2028-02-10
Norethindrone Acetate,397759,1.36,575454.23,2028-06-17
Atorvastatin Calcium,5411,0.23,1315.53,2028-05-09
Syringe-Needle,Insulin,0.5 Ml,6968,0.26,1932.00,2028-02-09
Glecaprevir/Pibrentasvir,2880288,160.16,488990629.62,2028-02-19
Norethindrone Ac-Eth Estradiol,659430,1.43,998817.40,2028-06-26
Rizatriptan Benzoate,53287,37.04,2092067.33,2028-02-18
Norethindrone Ac-Eth Estradiol,39323,0.70,29180.57,2028-06-27
Atorvastatin Calcium,1421756071,0.27,408424181.81,2028-05-17
Abemaciclib,518836,205.17,112838612.60,2028-08-15
Abemaciclib,518836,205.17,112838612.60,2028-08-14
Atorvastatin Calcium,52292348,0.24,13217170.09,2028-05-05
Solifenacin Succinate,58472486,11.83,733195226.19,2028-08-12
Atorvastatin Calcium,50300436,0.28,14725019.73,2028-05-06
Solifenacin Succinate,58472486,11.83,733195226.19,2028-08-13
Atorvastatin Calcium,1946892,0.32,661999.80,2028-05-01
Norethindrone,119834,0.58,73196.26,2028-07-04
Atorvastatin Calcium,87714222,0.27,24954733.68,2028-04-30
Procarbazine HCl,10193,101.21,1093526.52,2028-02-26
Norethindrone,119834,0.58,73196.26,2028-07-05
Atorvastatin Calcium,8983339,0.28,2670873.13,2028-05-03
Procarbazine HCl,10193,101.21,1093526.52,2028-02-25
Somatropin,26360,699.71,19551139.52,2028-07-02
Atorvastatin Calcium,572289077,0.26,155306336.27,2028-05-02
Diltiazem HCl,2913178,2.47,7620158.78,2028-02-24
Somatropin,26360,699.71,19551139.52,2028-07-03
Atorvastatin Calcium,13299466,0.25,3568915.52,2028-04-27
Diltiazem HCl,2913178,2.47,7620158.78,2028-02-23
Noreth-Ethinyl Estradiol/Iron,13962,1.84,27263.75,2028-06-30
Noreth-Ethinyl Estradiol/Iron,13962,1.84,27263.75,2028-07-01
Atorvastatin Calcium,305776640,0.28,89762913.29,2028-04-29
Norethindrone Ac-Eth Estradiol,111209,1.98,233157.12,2028-06-28
Atorvastatin Calcium,6079193,0.22,1428620.16,2028-04-28
Glecaprevir/Pibrentasvir,2880288,160.16,488990629.62,2028-02-20
Norethindrone Ac-Eth Estradiol,809962,1.44,1239963.06,2028-06-29
Levonorgestrel/Ethin.Estradiol,129375,0.53,72847.19,2028-03-01
Desmopressin Acetate,900,14.61,13941.76,2028-07-07
Isocarboxazid,28466,4.30,129669.32,2028-02-29
Desmopressin Acetate,900,14.61,13941.76,2028-07-08
Isocarboxazid,28466,4.30,129669.32,2028-02-28
Voriconazole,7258,100.25,771289.64,2028-08-06
Voriconazole,7258,100.25,771289.64,2028-08-07
Voriconazole,5652,38.32,229575.54,2028-08-05
Nitrofurantoin Macrocrystal,23239935,1.26,30940583.29,2028-08-24
Nitrofurantoin Macrocrystal,334042,1.10,391174.03,2028-08-22
Nitrofurantoin Macrocrystal,5501,0.97,5666.39,2028-08-23
Aspirin/Dipyridamole,20186023,4.79,102530636.57,2028-07-19
Candesartan Cilexetil,44847,7.61,361907.58,2028-07-05
Candesartan/Hydrochlorothiazid,11512,7.75,94531.67,2028-07-02
Atazanavir Sulfate,1135170,29.96,36048028.74,2028-07-01
Candesartan Cilexetil,44847,7.61,361907.58,2028-07-04
Candesartan/Hydrochlorothiazid,11512,7.75,94531.67,2028-07-03
Syringe,Needle,Insuln,Sf 0.5ml,8340,0.24,2162.65,2028-07-11
Syringe,Needle,Insuln,Sf 0.5ml,8340,0.24,2162.65,2028-07-10
Tacrolimus,55911,8.59,508866.08,2028-07-07
Tacrolimus,55911,8.59,508866.08,2028-07-06
Atazanavir Sulfate,36948,22.99,900438.67,2028-06-25
Atazanavir Sulfate,218685,20.23,4688891.93,2028-06-24
Nitrofurantoin Monohyd/M-Cryst,30923,1.50,49147.55,2028-08-04
Atenolol,601650994,0.12,76811286.74,2028-06-21
Nitroglycerin,151833,0.86,138978.41,2028-08-02
Atenolol,1738358,0.14,262549.63,2028-06-20
Nitroglycerin,8069032,0.89,7652308.29,2028-08-03
Risedronate Sodium,22364,62.79,1488473.04,2028-06-23
Risedronate Sodium,22364,62.79,1488473.04,2028-06-22
Nitroglycerin,16528,0.63,11100.38,2028-08-01
Nitrofurantoin Monohyd/M-Cryst,5230091,1.53,8473952.52,2028-08-10
Atazanavir Sulfate,879537,32.53,30326700.10,2028-06-30
Nitrofurantoin Monohyd/M-Cryst,2260468,1.61,3848188.70,2028-08-08
Nitrofurantoin Monohyd/M-Cryst,25495559,1.60,43324972.51,2028-08-05
Nitrofurantoin Monohyd/M-Cryst,4526807,1.56,7469156.27,2028-08-06
Atenolol,20393909,0.12,2683736.42,2028-06-14
Atenolol,1806022,0.08,158800.52,2028-06-13
Atenolol,272130310,0.12,33597131.89,2028-06-15
Atenolol,87929,0.11,9898.45,2028-06-10
Nitrofurantoin Monohyd/M-Cryst,41750157,1.58,69804911.68,2028-08-14
Atenolol,11106,0.17,2019.51,2028-06-12
Nitrofurantoin Monohyd/M-Cryst,4206308,1.48,6609147.79,2028-08-11
Atenolol,106814,0.14,15705.66,2028-06-11
Atenolol,20004,0.20,4215.21,2028-06-17
Atenolol,259642597,0.12,32872897.23,2028-06-16
Atenolol,45160392,0.15,7056115.20,2028-06-19
Nitrofurantoin Macrocrystal,3600996,1.24,4743666.09,2028-08-18
Atenolol,553550,0.17,100468.91,2028-06-18
Nitrofurantoin Macrocrystal,1381521,1.23,1799952.50,2028-08-19
Nitrofurantoin Macrocrystal,244749,1.35,350823.35,2028-08-16
Nitrofurantoin Macrocrystal,17669429,1.26,23638634.26,2028-08-17
Nitrofurantoin Macrocrystal,3696,1.38,5419.15,2028-08-15
Isosorbide Dinitrate,147558,17.73,2773820.57,2028-04-11
Isosorbide Dinitrate,61669250,0.72,47327510.34,2028-04-07
Isosorbide Dinitrate,20815772,0.68,14911614.17,2028-04-05
Isosorbide Dinitrate,15099432,0.67,10743238.89,2028-04-04
Isosorbide Dinitrate,23004632,0.79,19161883.39,2028-04-02
Voriconazole,244208,12.08,3127262.52,2028-03-30
Voriconazole,121519,67.79,8732654.82,2028-03-31
Voriconazole,20025,10.32,219026.16,2028-04-01
Fluphenazine Decanoate,56121,26.18,1557183.86,2028-11-23
Voriconazole,308592,12.69,4149675.11,2028-04-02
Fluphenazine Decanoate,10384,26.97,296855.07,2028-11-24
Fluphenazine Decanoate,143358,21.04,3196623.00,2028-11-25
Fluphenazine Decanoate,480,21.97,11179.18,2028-11-26
Sofosbuvir/Velpatas/Voxilaprev,161727,895.11,153449931.12,2028-03-28
Fluphenazine Decanoate,185021,22.10,4335198.39,2028-11-27
Sofosbuvir/Velpatas/Voxilaprev,161727,895.11,153449931.12,2028-03-29
Fluphenazine Decanoate,456299,23.05,11147208.33,2028-11-28
Fluoxetine HCl,17981,0.30,5785.07,2028-11-29
Fluoxetine HCl,48337810,0.27,14046156.62,2028-11-30
Fluoxetine HCl,204802,8.40,1822626.11,2028-12-01
Fluoxetine HCl,583199,6.66,4119512.93,2028-12-02
Voriconazole,306755,13.64,4433639.04,2028-04-04
Voriconazole,137584,8.97,1307652.37,2028-04-05
Voriconazole,59626,12.78,807673.10,2028-04-06
Isoniazid,2153223,0.22,504058.82,2028-04-21
Isoniazid,2091525,0.22,487712.95,2028-04-20
Isoniazid,5443,0.29,1687.54,2028-04-19
Isoniazid,397,0.23,95.32,2028-04-18
Isoniazid,55858,0.59,35189.14,2028-04-17
Atropine Sulfate,5329,10.15,57324.85,2028-04-16
Atropine Sulfate,5329,10.15,57324.85,2028-04-15
Pilocarpine HCl,4486,6.35,30195.92,2028-04-14
Pilocarpine HCl,4486,6.35,30195.92,2028-04-13
Isosorbide Dinitrate,147558,17.73,2773820.57,2028-04-12
Telmisartan,2450723,0.98,2553620.84,2028-11-10
Cariprazine HCl,4515682,40.95,195995654.09,2028-03-19
Telmisartan,854495,0.83,755620.50,2028-11-11
Velaglucerase Alfa,8301,1021.18,8985446.46,2028-03-20
Fluoxetine HCl,164448337,0.19,32988861.96,2028-12-03
Velaglucerase Alfa,8301,1021.18,8985446.46,2028-03-21
Telmisartan,612383,1.00,645896.23,2028-11-13
Vit B Comp No.3/Folic/C/Biotin,8992,0.21,2012.63,2028-03-22
Fluoxetine HCl,213525,0.21,47013.83,2028-12-05
Fluoxetine HCl,4562386,0.33,1618685.01,2028-12-06
Fluoxetine HCl,1249287,0.16,211613.65,2028-12-07
Telmisartan,2649201,0.97,2713932.31,2028-11-08
Telmisartan,2493,1.14,3007.41,2028-11-09
Cariprazine HCl,4515682,40.95,195995654.09,2028-03-18
Fluoxetine HCl,3009587,0.64,2051480.55,2028-12-09
Pazopanib HCl,2242213,102.95,244679242.12,2028-03-27
Fluoxetine HCl,16502836,0.08,1470530.25,2028-12-10
Fluoxetine HCl,271331,0.20,57094.70,2028-12-12
Telmisartan,3053737,0.82,2657491.02,2028-11-14
Vit B Comp No.3/Folic/C/Biotin,8992,0.21,2012.63,2028-03-23
Telmisartan,5430616,0.96,5540565.75,2028-11-15
Prenatal No.52/Iron/FA/DHA,12356,1.55,20306.55,2028-03-24
Telmisartan,23792687,0.91,22974540.70,2028-11-16
Prenatal No.52/Iron/FA/DHA,12356,1.55,20306.55,2028-03-25
Aliskiren/Hydrochlorothiazide,735188,7.14,5562882.08,2028-11-17
Pazopanib HCl,2242213,102.95,244679242.12,2028-03-26
Telmisartan/Amlodipine,56874,3.00,181130.21,2028-10-30
Telmisartan/Amlodipine,356475,3.01,1137658.03,2028-10-31
Telmisartan/Amlodipine,273333,3.20,928306.78,2028-11-01
Telmisartan/Amlodipine,686682,3.09,2246499.72,2028-11-02
Flurazepam HCl,1236126,0.63,831285.90,2028-11-03
Flurazepam HCl,1236126,0.63,831285.90,2028-11-04
Flurandrenolide,76095,5.17,416977.16,2028-11-05
Telmisartan/Hydrochlorothiazid,9146983,2.36,22870562.48,2028-10-29
Flurandrenolide,73260,5.09,395071.54,2028-11-06
Telmisartan,7577861,0.89,7117845.62,2028-11-07
Flurandrenolide,207240,5.07,1112813.00,2028-11-07
Flurandrenolide,356595,5.09,1925281.11,2028-11-08
Fluphenazine HCl,10831,15.40,176794.01,2028-11-10
Telmisartan,49194,0.98,51032.65,2028-11-03
Telmisartan,36423,0.97,37404.79,2028-11-04
Fluphenazine HCl,7696144,4.57,37254479.07,2028-11-12
Telmisartan,1075560,0.82,937986.75,2028-11-05
Isosorbide Dinitrate,42125,0.58,26115.63,2028-03-30
Isosorbide Dinitrate,2647049,0.72,2027899.22,2028-03-29
Isosorbide Dinitrate,6713,1.05,7439.32,2028-03-28
Isosorbide Dinitrate,53526,0.72,40688.54,2028-03-26
Isosorbide Mononitrate,14764532,0.22,3488231.76,2028-03-25
Isosorbide Mononitrate,9268732,0.21,2052306.65,2028-03-24
Isosorbide Mononitrate,5495800,0.25,1448535.62,2028-03-23
Aspirin/Dipyridamole,145584,4.79,739677.86,2028-07-24
Aspirin/Dipyridamole,156346,4.50,746386.00,2028-07-25
Temazepam,386349,4.26,1745217.77,2028-10-19
Temazepam,1423745,4.11,6207032.59,2028-10-20
Temazepam,63028219,0.44,29296349.51,2028-10-21
Telmisartan/Hydrochlorothiazid,1740129,2.64,4876834.89,2028-10-22
Fluphenazine HCl,714711,0.86,648375.55,2028-11-17
Telmisartan/Hydrochlorothiazid,874883,2.42,2241580.41,2028-10-27
Norethindrone-Ethin. Estradiol,48468,0.79,40740.34,2028-03-05
Telmisartan/Hydrochlorothiazid,21115,2.53,56695.88,2028-10-28
Fluphenazine HCl,8421687,4.55,40609942.31,2028-11-21
Telmisartan/Hydrochlorothiazid,434659,2.26,1040138.51,2028-10-23
Fluphenazine Decanoate,60933,26.91,1738272.28,2028-11-22
Norgestimate-Ethinyl Estradiol,4452,0.57,2683.22,2028-03-02
Telmisartan/Hydrochlorothiazid,2870037,2.35,7138849.33,2028-10-25
Norgestimate-Ethinyl Estradiol,4452,0.57,2683.22,2028-03-03
Telmisartan/Hydrochlorothiazid,3206160,2.22,7549418.11,2028-10-26
Norethindrone-Ethin. Estradiol,48468,0.79,40740.34,2028-03-04
Meperidine HCl,288432,0.86,263094.23,2028-09-28
Irbesartan,64885,0.33,22364.88,2028-05-21
Meperidine HCl/PF,52803,2.47,138248.86,2028-09-27
Irbesartan,11356129,0.29,3497552.12,2028-05-20
Meperidine HCl/PF,52803,2.47,138248.86,2028-09-26
Irbesartan/Hydrochlorothiazide,35812351,0.53,20075274.61,2028-05-19
Meprobamate,714776,3.05,2310289.98,2028-09-25
Meprobamate,566585,3.01,1805891.29,2028-09-24
Irbesartan/Hydrochlorothiazide,3346005,0.49,1722809.01,2028-05-17
Meprobamate,148191,3.25,510402.32,2028-09-23
Irbesartan/Hydrochlorothiazide,15368810,0.58,9378135.58,2028-05-16
Irbesartan/Hydrochlorothiazide,5048230,0.51,2732667.78,2028-05-15
Atovaquone,115861,6.14,753586.12,2028-09-21
Irbesartan/Hydrochlorothiazide,4507340,0.55,2643509.30,2028-05-14
Atovaquone,115861,6.14,753586.12,2028-09-20
Fluorometholone,2134015,12.76,28852823.56,2028-01-13
Irbesartan/Hydrochlorothiazide,7211159,0.44,3343493.98,2028-05-13
Mercaptopurine,4850037,2.12,10916636.77,2028-09-19
Fluoride (Sodium),33040,0.09,3152.23,2028-01-14
Irbesartan/Hydrochlorothiazide,330806,0.63,220050.44,2028-05-12
Fluorouracil,41393,0.29,12796.80,2029-01-03
Irbesartan,31263097,0.38,12664581.50,2028-05-22
Fluorouracil,3001311,3.04,9660267.38,2029-01-05
Latanoprostene Bunod,120153,71.91,9159237.67,2028-02-17
Temazepam,84988,0.28,25142.85,2028-10-11
Fluorouracil,6224964,2.99,19708510.94,2029-01-07
Fluorouracil,8525924,3.32,30001280.10,2029-01-08
Fluorouracil,17913197,3.15,59786997.68,2029-01-10
Fluorometholone,2134015,12.76,28852823.56,2029-01-11
Temazepam,77597,0.62,51369.90,2028-10-16
Ezetimibe/Simvastatin,1623300,10.99,18912665.27,2028-02-24
Temazepam,53025,2.65,148717.49,2028-10-18
Temazepam,2474,4.44,11637.72,2028-10-12
Temazepam,15000353,0.24,3818999.75,2028-10-13
Lisdexamfetamine Dimesylate,7099566,10.11,76064262.85,2028-02-20
Temazepam,45999688,0.32,15803470.91,2028-10-14
Lisdexamfetamine Dimesylate,7099566,10.11,76064262.85,2028-02-21
Ezetimibe/Simvastatin,1623300,10.99,18912665.27,2028-02-22
Latanoprostene Bunod,120153,71.91,9159237.67,2028-02-16
Estradiol,19223,40.02,815418.58,2028-10-08
Estradiol,19223,40.02,815418.58,2028-10-07
Irbesartan,145364892,0.36,55274137.74,2028-05-30
Irbesartan,183006,0.36,70155.52,2028-05-28
Butenafine HCl,40284,6.07,259015.73,2028-10-04
Irbesartan,56737193,0.35,20802624.91,2028-05-27
Butenafine HCl,40284,6.07,259015.73,2028-10-03
Irbesartan,9846553,0.39,4117789.82,2028-05-26
Mening Vac A,C,Y,W-135 Dip/PF,2964,132.63,416712.17,2028-10-02
Irbesartan,24868129,0.36,9434230.15,2028-05-25
Mening Vac A,C,Y,W-135 Dip/PF,2964,132.63,416712.17,2028-10-01
Irbesartan,9627432,0.40,4086300.68,2028-05-24
Meperidine HCl,940932,0.84,838918.51,2028-09-30
Irbesartan,1418467,0.39,580046.69,2028-05-23
Meperidine HCl,652500,0.83,575400.96,2028-09-29
Fluoride (Sodium),33040,0.09,3152.23,2028-01-15
Ipratropium/Albuterol Sulfate,26729,0.10,2731.62,2028-06-02
Estrogens,Esterified,487478,2.52,1302391.79,2028-10-09
Fluoride (Sodium),62197,0.11,7257.62,2028-01-16
Ipratropium/Albuterol Sulfate,15906490,0.17,2817176.77,2028-06-01
Fluoride (Sodium),62197,0.11,7257.62,2028-01-17
Tenofovir Disoproxil Fumarate,290493,11.98,3689630.96,2028-09-29
Fluocinonide/Emollient Base,12915,1.68,23009.45,2028-01-18
Tenofovir Disoproxil Fumarate,1980482,14.02,29431407.63,2028-09-30
Warfarin Sodium,4344659,0.33,1520337.44,2028-02-07
Fluocinonide/Emollient Base,311030,1.76,579610.54,2028-01-19
Fluocinonide/Emollient Base,395415,1.67,700924.77,2028-01-20
Fluocinonide/Emollient Base,719360,1.71,1302811.27,2028-01-21
Fluocinonide,158941,1.99,336069.52,2028-01-22
Warfarin Sodium,1053609,0.26,287009.14,2028-02-12
Warfarin Sodium,631531440,0.24,161538094.38,2028-02-13
Tetanus-Diphtheria Toxoids/PF,24247,75.46,1939530.88,2028-10-01
Tetanus-Diphtheria Toxoids/PF,24247,75.46,1939530.88,2028-10-02
Warfarin Sodium,99103894,0.14,15190599.53,2028-02-09
Butalbital/Acetaminophen,112660,0.74,87863.46,2028-10-03
Warfarin Sodium,220153685,0.25,57399996.54,2028-02-10
Butalbital/Acetaminophen,112660,0.74,87863.46,2028-10-04
